ID	Question	Verse_Code	KJV_Verse	ASV_Verse	YLT_Verse	WEB_Verse	Label
1342	On which mountain range did Noah's ark come to rest?	01008004	And the ark rested in the seventh month on the seventeenth day of the month upon the mountains of Ararat 	And the ark rested in the seventh month on the seventeenth day of the month upon the mountains of Ararat 	And the ark resteth in the seventh month in the seventeenth day of the month on mountains of Ararat 	The ark rested in the seventh month on the seventeenth day of the month on Ararat s mountains 	1
1343	On which mountain range did Noah's ark come to rest?	01008002	The fountains also of the deep and the windows of heaven were stopped and the rain from heaven was restrained 	the fountains also of the deep and the windows of heaven were stopped and the rain from heaven was restrained 	and closed are the fountains of the deep and the net work of the heavens and restrained is the shower from the heavens 	The deep s fountains and the sky s windows were also stopped and the rain from the sky was restrained 	0
1344	On which mountain range did Noah's ark come to rest?	01008003	And the waters returned from off the earth continually and after the end of the hundred and fifty days the waters were abated 	and the waters returned from off the earth continually and after the end of a hundred and fifty days the waters decreased 	And turn back do the waters from off the earth going on and returning and the waters are lacking at the end of a hundred and fifty days 	The waters receded from off the earth continually After the end of one hundred fifty days the waters decreased 	0
1345	Which two tribes of Israel were not named after sons of Jacob?	06014004	For the children of Joseph were two tribes Manasseh and Ephraim therefore they gave no part unto the Levites in the land save cities to dwell in with their suburbs for their cattle and for their substance 	For the children of Joseph were two tribes Manasseh and Ephraim and they gave no portion unto the Levites in the land save cities to dwell in with the suburbs thereof for their cattle and for their substance 	for the sons of Joseph hath been two tribes Manasseh and Ephraim and they have not given a portion to the Levites in the land except cities to dwell in and their suburbs for their cattle and for their possessions 	For the children of Joseph were two tribes Manasseh and Ephraim and they gave no portion to the Levites in the land save cities to dwell in with the suburbs of it for their cattle and for their substance 	1
1346	Which two tribes of Israel were not named after sons of Jacob?	06014002	By lot was their inheritance as the LORD commanded by the hand of Moses for the nine tribes and for the half tribe 	by the lot of their inheritance as Jehovah commanded by Moses for the nine tribes and for the half tribe 	by lot is their inheritance as Jehovah commanded by the hand of Moses for the nine of the tribes and the half of the tribe 	by the lot of their inheritance as Yahweh commanded by Moses for the nine tribes and for the half tribe 	0
1347	Which two tribes of Israel were not named after sons of Jacob?	06014003	For Moses had given the inheritance of two tribes and an half tribe on the other side Jordan but unto the Levites he gave none inheritance among them 	For Moses had given the inheritance of the two tribes and the half tribe beyond the Jordan but unto the Levites he gave no inheritance among them 	for Moses hath given the inheritance of two of the tribes and of half of the tribe beyond the Jordan and to the Levites he hath not given an inheritance in their midst 	For Moses had given the inheritance of the two tribes and the half tribe beyond the Jordan but to the Levites he gave no inheritance among them 	0
1348	What did the Queen of Sheba give to Solomon?	11010010	And she gave the king an hundred and twenty talents of gold and of spices very great store and precious stones there came no more such abundance of spices as these which the queen of Sheba gave to king Solomon 	And she gave the king a hundred and twenty talents of gold and of spices very great store and precious stones there came no more such abundance of spices as these which the queen of Sheba gave to king Solomon 	And she giveth to the king a hundred and twenty talents of gold and spices very many and precious stone there came not like that spice any more for abundance that the queen of Sheba gave to king Solomon 	She gave the king one hundred twenty talents of gold and of spices very great store and precious stones there came no more such abundance of spices as these which the queen of Sheba gave to king Solomon 	1
1349	What did the Queen of Sheba give to Solomon?	11010008	Happy are thy men happy are these thy servants which stand continually before thee and that hear thy wisdom 	Happy are thy men happy are these thy servants that stand continually before thee and that hear thy wisdom 	O the happiness of thy men O the happiness of thy servants these who are standing before thee continually who are hearing thy wisdom 	Happy are your men happy are these your servants who stand continually before you and who hear your wisdom 	0
1350	What did the Queen of Sheba give to Solomon?	11010009	Blessed be the LORD thy God which delighted in thee to set thee on the throne of Israel because the LORD loved Israel for ever therefore made he thee king to do judgment and justice 	Blessed be Jehovah thy God who delighted in thee to set thee on the throne of Israel because Jehovah loved Israel for ever therefore made he thee king to do justice and righteousness 	Jehovah thy God is blessed who delighted in thee to put thee on the throne of Israel in Jehovah s loving Israel to the age He doth set thee for king to do judgment and righteousness 	Blessed be Yahweh your God who delighted in you to set you on the throne of Israel because Yahweh loved Israel forever therefore made he you king to do justice and righteousness 	0
1351	What should Philemon do if his slave owed him anything?	57001018	If he hath wronged thee or oweth thee ought put that on mine account 	But if he hath wronged the at all or oweth thee aught put that to mine account 	and if he did hurt to thee or doth owe anything this to me be reckoning 	But if he has wronged you at all or owes you anything put that to my account 	1
1352	What should Philemon do if his slave owed him anything?	57001016	Not now as a servant but above a servant a brother beloved specially to me but how much more unto thee both in the flesh and in the Lord 	no longer as a servant but more than a servant a brother beloved specially to me but how much rather to thee both in the flesh and in the Lord 	no more as a servant but above a servant a brother beloved especially to me and how much more to thee both in the flesh and in the Lord 	no longer as a slave but more than a slave a beloved brother especially to me but how much rather to you both in the flesh and in the Lord 	0
1353	What should Philemon do if his slave owed him anything?	57001017	If thou count me therefore a partner receive him as myself 	If then thou countest me a partner receive him as myself 	If then with me thou hast fellowship receive him as me 	If then you count me a partner receive him as you would receive me 	0
1354	What should you not cook a young goat in?	02023019	The first of the firstfruits of thy land thou shalt bring into the house of the LORD thy God Thou shalt not seethe a kid in his mother s milk 	The first of the first fruits of thy ground thou shalt bring into the house of Jehovah thy God Thou shalt not boil a kid in it mother s milk 	the beginning of the first fruits of thy ground thou dost bring into the house of Jehovah thy God thou dost not boil a kid in its mother s milk 	The first of the first fruits of your ground you shall bring into the house of Yahweh your God You shall not boil a kid in its mother s milk 	1
1355	What should you not cook a young goat in?	02023017	Three items in the year all thy males shall appear before the LORD God 	Three times in the year all thy males shall appear before the Lord Jehovah 	 Three times in a year do all thy males appear before the face of the Lord Jehovah 	Three times in the year all your males shall appear before the Lord Yahweh 	0
1356	What should you not cook a young goat in?	02023018	Thou shalt not offer the blood of my sacrifice with leavened bread neither shall the fat of my sacrifice remain until the morning 	Thou shalt not offer the blood of my sacrifice with leavened bread neither shall the fat of my feast remain all night until the morning 	 Thou dost not sacrifice on a fermented thing the blood of My sacrifice and the fat of My festival doth not remain till morning 	 You shall not offer the blood of my sacrifice with leavened bread neither shall the fat of my feast remain all night until the morning 	0
1357	What did Joseph want to do when he discovered Mary was pregnant?	40001019	Then Joseph her husband being a just man and not willing to make her a publick example was minded to put her away privily 	And Joseph her husband being a righteous man and not willing to make her a public example was minded to put her away privily 	and Joseph her husband being righteous and not willing to make her an example did wish privately to send her away 	Joseph her husband being a righteous man and not willing to make her a public example intended to put her away secretly 	1
1358	What did Joseph want to do when he discovered Mary was pregnant?	40001017	So all the generations from Abraham to David are fourteen generations and from David until the carrying away into Babylon are fourteen generations and from the carrying away into Babylon unto Christ are fourteen generations 	So all the generations from Abraham unto David are fourteen generations and from David unto the carrying away to Babylon fourteen generations and from the carrying away to Babylon unto the Christ fourteen generations 	All the generations therefore from Abraham unto David are fourteen generations and from David unto the Babylonian removal fourteen generations and from the Babylonian removal unto the Christ fourteen generations 	So all the generations from Abraham to David are fourteen generations from David to the exile to Babylon fourteen generations and from the carrying away to Babylon to the Christ fourteen generations 	0
1359	What did Joseph want to do when he discovered Mary was pregnant?	40001018	Now the birth of Jesus Christ was on this wise When as his mother Mary was espoused to Joseph before they came together she was found with child of the Holy Ghost 	Now the birth of Jesus Christ was on this wise When his mother Mary had been betrothed to Joseph before they came together she was found with child of the Holy Spirit 	And of Jesus Christ the birth was thus For his mother Mary having been betrothed to Joseph before their coming together she was found to have conceived from the Holy Spirit 	Now the birth of Jesus Christ was like this for after his mother Mary was engaged to Joseph before they came together she was found pregnant by the Holy Spirit 	0
1360	What did Boaz say Naomi was selling?	08004003	And he said unto the kinsman Naomi that is come again out of the country of Moab selleth a parcel of land which was our brother Elimelech s 	And he said unto the near kinsman Naomi that is come again out of the country of Moab selleth the parcel of land which was our brother Elimelech s 	And he saith to the redeemer A portion of the field which is to our brother to Elimelech hath Naomi sold who hath come back from the fields of Moab 	He said to the near kinsman Naomi who has come back out of the country of Moab is selling the parcel of land which was our brother Elimelech s 	1
1361	What did Boaz say Naomi was selling?	08004001	Then went Boaz up to the gate and sat him down there and behold the kinsman of whom Boaz spake came by unto whom he said Ho such a one turn aside sit down here And he turned aside and sat down 	Now Boaz went up to the gate and sat him down there and behold the near kinsman of whom Boaz spake came by unto whom he said Ho such a one turn aside sit down here And he turned aside and sat down 	And Boaz hath gone up to the gate and sitteth there and lo the redeemer is passing by of whom Boaz had spoken and he saith Turn aside sit down here such a one such a one and he turneth aside and sitteth down 	Now Boaz went up to the gate and sat him down there and behold the near kinsman of whom Boaz spoke came by to whom he said Ho such a one turn aside sit down here He turned aside and sat down 	0
1362	What did Boaz say Naomi was selling?	08004002	And he took ten men of the elders of the city and said Sit ye down here And they sat down 	And he took ten men of the elders of the city and said Sit ye down here And they sat down 	And he taketh ten men of the elders of the city and saith Sit down here and they sit down 	He took ten men of the elders of the city and said Sit you down here They sat down 	0
1363	Abram was rich in gold silver and what else?	01013002	And Abram was very rich in cattle in silver and in gold 	And Abram was very rich in cattle in silver and in gold 	and Abram is exceedingly wealthy in cattle in silver and in gold 	Abram was very rich in cattle in silver and in gold 	1
1364	Abram was rich in gold silver and what else?	01013003	And he went on his journeys from the south even to Bethel unto the place where his tent had been at the beginning between Bethel and Hai 	And he went on his journeys from the South even to Beth el unto the place where his tent had been at the beginning between Beth el and Ai 	And he goeth on his journeyings from the south even unto Bethel unto the place where his tent had been at the commencement between Bethel and Hai 	He went on his journeys from the South even to Bethel to the place where his tent had been at the beginning between Bethel and Ai 	0
1365	Abram was rich in gold silver and what else?	01013004	Unto the place of the altar which he had make there at the first and there Abram called on the name of the LORD 	unto the place of the altar which he had made there at the first and there Abram called on the name of Jehovah 	unto the place of the altar which he made there at the first and there doth Abram preach in the name of Jehovah 	to the place of the altar which he had made there at the first There Abram called on the name of Yahweh 	0
1366	How much of Elijah's spirit did Elisha receive?	12002009	And it came to pass when they were gone over that Elijah said unto Elisha Ask what I shall do for thee before I be taken away from thee And Elisha said I pray thee let a double portion of thy spirit be upon me 	And it came to pass when they were gone over that Elijah said unto Elisha Ask what I shall do for thee before I am taken from thee And Elisha said I pray thee let a double portion of thy spirit be upon me 	And it cometh to pass at their passing over that Elijah hath said unto Elisha Ask what do I do for thee before I am taken from thee and Elisha saith Then let there be I pray thee a double portion of thy spirit unto me 	It happened when they had gone over that Elijah said to Elisha Ask what I shall do for you before I am taken from you Elisha said please let a double portion of your spirit be on me 	1
1367	How much of Elijah's spirit did Elisha receive?	12002007	And fifty men of the sons of the prophets went and stood to view afar off and they two stood by Jordan 	And fifty men of the sons of the prophets went and stood over against them afar off and they two stood by the Jordan 	 NAME 	Fifty men of the sons of the prophets went and stood over against them afar off and they two stood by the Jordan 	0
1368	How much of Elijah's spirit did Elisha receive?	12002008	And Elijah took his mantle and wrapped it together and smote the waters and they were divided hither and thither so that they two went over on dry ground 	And Elijah took his mantle and wrapped it together and smote the waters and they were divided hither and thither so that they two went over on dry ground 	And Elijah taketh his robe and wrappeth it together and smiteth the waters and they are halved hither and thither and they pass over both of them on dry land 	Elijah took his mantle and wrapped it together and struck the waters and they were divided here and there so that they two went over on dry ground 	0
1369	What was unusual about the 700 Benjamite soldiers who could sling a stone and hit their target every time?	07020016	Among all this people there were seven hundred chosen men lefthanded every one could sling stones at an hair breadth and not miss 	Among all this people there were seven hundred chosen men lefthanded every one could sling stones at a hair breadth and not miss 	among all this people are seven hundred chosen men bound of their right hand each of these slinging with a stone at the hair and he doth not err 	Among all this people there were seven hundred chosen men left handed everyone could sling stones at a hair breadth and not miss 	1
1370	What was unusual about the 700 Benjamite soldiers who could sling a stone and hit their target every time?	07020014	But the children of Benjamin gathered themselves together out of the cities unto Gibeah to go out to battle against the children of Israel 	And the children of Benjamin gathered themselves together out of the cities unto Gibeah to go out to battle against the children of Israel 	and the sons of Benjamin are gathered out of the cities to Gibeah to go out to battle with the sons of Israel 	The children of Benjamin gathered themselves together out of the cities to Gibeah to go out to battle against the children of Israel 	0
1371	What was unusual about the 700 Benjamite soldiers who could sling a stone and hit their target every time?	07020015	And the children of Benjamin were numbered at that time out of the cities twenty and six thousand men that drew sword beside the inhabitants of Gibeah which were numbered seven hundred chosen men 	And the children of Benjamin were numbered on that day out of the cities twenty and six thousand men that drew sword besides the inhabitants of Gibeah who were numbered seven hundred chosen men 	And the sons of Benjamin number themselves on that day out of the cities are twenty and six thousand men drawing sword apart from the inhabitants of Gibeah who numbered themselves seven hundred chosen men 	The children of Benjamin were numbered on that day out of the cities twenty six thousand men who drew the sword besides the inhabitants of Gibeah who were numbered seven hundred chosen men 	0
1372	What relation was Annas to Caiaphas?	43018013	And led him away to Annas first for he was father in law to Caiaphas which was the high priest that same year 	and led him to Annas first for he was father in law to Caiaphas who was high priest that year 	and they led him away to Annas first for he was father in law of Caiaphas who was chief priest of that year 	and led him to Annas first for he was father in law to Caiaphas who was high priest that year 	1
1373	What relation was Annas to Caiaphas?	43018011	Then said Jesus unto Peter Put up thy sword into the sheath the cup which my Father hath given me shall I not drink it 	Jesus therefore said unto Peter Put up the sword into the sheath the cup which the Father hath given me shall I not drink it 	Jesus therefore said to Peter Put the sword into the sheath the cup that the Father hath given to me may I not drink it 	Jesus therefore said to Peter Put the sword into its sheath The cup which the Father has given me shall I not surely drink it 	0
1374	What relation was Annas to Caiaphas?	43018012	Then the band and the captain and officers of the Jews took Jesus and bound him 	So the band and the chief captain and the officers of the Jews seized Jesus and bound him 	The band therefore and the captain and the officers of the Jews took hold on Jesus and bound him 	So the detachment the commanding officer and the officers of the Jews seized Jesus and bound him 	0
1375	"According to James what is ""pure and undefiled religion""?"	59001027	Pure religion and undefiled before God and the Father is this To visit the fatherless and widows in their affliction and to keep himself unspotted from the world 	Pure religion and undefiled before our God and Father is this to visit the fatherless and widows in their affliction and to keep oneself unspotted from the world 	religion pure and undefiled with the God and Father is this to look after orphans and widows in their tribulation unspotted to keep himself from the world 	Pure religion and undefiled before our God and Father is this to visit the fatherless and widows in their affliction and to keep oneself unstained by the world 	1
1376	"According to James what is ""pure and undefiled religion""?"	59001025	But whoso looketh into the perfect law of liberty and continueth therein he being not a forgetful hearer but a doer of the work this man shall be blessed in his deed 	But he that looketh into the perfect law the law of liberty and so continueth being not a hearer that forgetteth but a doer that worketh this man shall be blessed in his doing 	and he who did look into the perfect law that of liberty and did continue there this one not a forgetful hearer becoming but a doer of work this one shall be happy in his doing 	But he who looks into the perfect law the law of freedom and continues not being a hearer who forgets but a doer of the work this man will be blessed in what he does 	0
1377	"According to James what is ""pure and undefiled religion""?"	59001026	If any man among you seem to be religious and bridleth not his tongue but deceiveth his own heart this man s religion is vain 	If any man thinketh himself to be religious while he bridleth not his tongue but deceiveth his heart this man s religion is vain 	If any one doth think to be religious among you not bridling his tongue but deceiving his heart of this one vain is the religion 	If anyone among you thinks himself to be religious while he doesn t bridle his tongue but deceives his heart this man s religion is worthless 	0
1378	When in prison at what time did Paul and Silas pray and sing to God?	44016025	And at midnight Paul and Silas prayed and sang praises unto God and the prisoners heard them 	But about midnight Paul and Silas were praying and singing hymns unto God and the prisoners were listening to them 	And at midnight Paul and Silas praying were singing hymns to God and the prisoners were hearing them 	But about midnight Paul and Silas were praying and singing hymns to God and the prisoners were listening to them 	1
1379	When in prison at what time did Paul and Silas pray and sing to God?	44016023	And when they had laid many stripes upon them they cast them into prison charging the jailor to keep them safely 	And when they had laid many stripes upon them they cast them into prison charging the jailor to keep them safely 	many blows also having laid upon them they cast them to prison having given charge to the jailor to keep them safely 	When they had laid many stripes on them they threw them into prison charging the jailer to keep them safely 	0
1380	When in prison at what time did Paul and Silas pray and sing to God?	44016024	Who having received such a charge thrust them into the inner prison and made their feet fast in the stocks 	who having received such a charge cast them into the inner prison and made their feet fast in the stocks 	who such a charge having received did put them to the inner prison and their feet made fast in the stocks 	who having received such a charge threw them into the inner prison and secured their feet in the stocks 	0
1381	What did Daniel and his three friends eat instead of the king's meat and drink?	27001012	Prove thy servants I beseech thee ten days and let them give us pulse to eat and water to drink 	Prove thy servants I beseech thee ten days and let them give us pulse to eat and water to drink 	 Try I pray thee thy servants ten days and they give to us of the vegetables and we eat and water and we drink 	Prove your servants I beg you ten days and let them give us pulse to eat and water to drink 	1
1382	What did Daniel and his three friends eat instead of the king's meat and drink?	27001010	And the prince of the eunuchs said unto Daniel I fear my lord the king who hath appointed your meat and your drink for why should he see your faces worse liking than the children which are of your sort then shall ye make me endanger my head to the king 	And the prince of the eunuchs said unto Daniel I fear my lord the king who hath appointed your food and your drink for why should he see your faces worse looking than the youths that are of your own age so would ye endanger my head with the king 	and the chief of the eunuchs saith to Daniel I am fearing my lord the king who hath appointed your food and your drink for why doth he see your faces sadder than those of the lads which are of your circle then ye have made my head indebted to the king 	The prince of the eunuchs said to Daniel I fear my lord the king who has appointed your food and your drink for why should he see your faces worse looking than the youths who are of your own age so would you endanger my head with the king 	0
1383	What did Daniel and his three friends eat instead of the king's meat and drink?	27001011	Then said Daniel to Melzar whom the prince of the eunuchs had set over Daniel Hananiah Mishael and Azariah 	Then said Daniel to the steward whom the prince of the eunuchs had appointed over Daniel Hananiah Mishael and Azariah 	And Daniel saith unto the Meltzar whom the chief of the eunuchs hath appointed over Daniel Hananiah Mishael and Azariah 	Then said Daniel to the steward whom the prince of the eunuchs had appointed over Daniel Hananiah Mishael and Azariah 	0
1384	"What did Jesus say is the ""greatest commandment in the law""?"	41012029	And Jesus answered him The first of all the commandments is Hear O Israel The Lord our God is one Lord 	Jesus answered The first is Hear O Israel The Lord our God the Lord is one 	and Jesus answered him The first of all the commands is Hear O Israel the Lord is our God the Lord is one 	Jesus answered The greatest is Hear Israel the Lord our God the Lord is one 	1
1385	"What did Jesus say is the ""greatest commandment in the law""?"	41012027	He is not the God of the dead but the God of the living ye therefore do greatly err 	He is not the God of the dead but of the living ye do greatly err 	he is not the God of dead men but a God of living men ye then go greatly astray 	He is not the God of the dead but of the living You are therefore badly mistaken 	0
1386	"What did Jesus say is the ""greatest commandment in the law""?"	41012028	And one of the scribes came and having heard them reasoning together and perceiving that he had answered them well asked him Which is the first commandment of all 	And one of the scribes came and heard them questioning together and knowing that he had answered them well asked him What commandment is the first of all 	And one of the scribes having come near having heard them disputing knowing that he answered them well questioned him Which is the first command of all 	One of the scribes came and heard them questioning together Knowing that he had answered them well asked him Which commandment is the greatest of all 	0
1387	Who was afflicted with leprosy for speaking out against Moses?	04012010	And the cloud departed from off the tabernacle and behold Miriam became leprous white as snow and Aaron looked upon Miriam and behold she was leprous 	And the cloud removed from over the Tent and behold Miriam was leprous as white as snow and Aaron looked upon Miriam and behold she was leprous 	and the cloud hath turned aside from off the tent and lo Miriam is leprous as snow and Aaron turneth unto Miriam and lo leprous 	The cloud removed from over the Tent and behold Miriam was leprous as white as snow and Aaron looked at Miriam and behold she was leprous 	1
1388	Who was afflicted with leprosy for speaking out against Moses?	04012008	With him will I speak mouth to mouth even apparently and not in dark speeches and the similitude of the LORD shall he behold wherefore then were ye not afraid to speak against my servant Moses 	with him will I speak mouth to mouth even manifestly and not in dark speeches and the form of Jehovah shall he behold wherefore then were ye not afraid to speak against my servant against Moses 	mouth unto mouth I speak with him and by an appearance and not in riddles and the form of Jehovah he beholdeth attentively and wherefore have ye not been afraid to speak against My servant against Moses 	with him will I speak mouth to mouth even manifestly and not in dark speeches and the form of Yahweh shall he see why then were you not afraid to speak against my servant against Moses 	0
1389	Who was afflicted with leprosy for speaking out against Moses?	04012009	And the anger of the LORD was kindled against them and he departed 	And the anger of Jehovah was kindled against them and he departed 	And the anger of Jehovah burneth against them and He goeth on 	The anger of Yahweh was kindled against them and he departed 	0
1390	What did God count Abram's faith to him as?	01015006	And he believed in the LORD and he counted it to him for righteousness 	And he believed in Jehovah and he reckoned it to him for righteousness 	And he hath believed in Jehovah and He reckoneth it to him righteousness 	He believed in Yahweh and he reckoned it to him for righteousness 	1
1391	What did God count Abram's faith to him as?	01015004	And behold the word of the LORD came unto him saying This shall not be thine heir but he that shall come forth out of thine own bowels shall be thine heir 	And behold the word of Jehovah came unto him saying This man shall not be thine heir But he that shall come forth out of thine own bowels shall be thine heir 	And lo the word of Jehovah is unto him saying This one doth not heir thee but he who cometh out from thy bowels he doth heir thee 	Behold the word of Yahweh came to him saying This man will not be your heir but he who will come forth out of your own body will be your heir 	0
1392	What did God count Abram's faith to him as?	01015005	And he brought him forth abroad and said Look now toward heaven and tell the stars if thou be able to number them and he said unto him So shall thy seed be 	And he brought him forth abroad and said Look now toward heaven and number the stars if thou be able to number them and he said unto him So shall thy seed be 	and He bringeth him out without and saith Look attentively I pray thee towards the heavens and count the stars if thou art able to count them and He saith to him Thus is thy seed 	Yahweh brought him outside and said Look now toward the sky and count the stars if you are able to count them He said to Abram So shall your seed be 	0
1393	What sin stopped Moses from leading the children of Israel into the Promised Land?	04020011	And Moses lifted up his hand and with his rod he smote the rock twice and the water came out abundantly and the congregation drank and their beasts also 	And Moses lifted up his hand and smote the rock with his rod twice and water came forth abundantly and the congregation drank and their cattle 	and Moses lifteth up his hand and smiteth the rock with his rod twice and much water cometh out and the company drink also their beasts 	Moses lifted up his hand and struck the rock with his rod twice and water came forth abundantly and the congregation drank and their cattle 	1
1394	What sin stopped Moses from leading the children of Israel into the Promised Land?	04020009	And Moses took the rod from before the LORD as he commanded him 	And Moses took the rod from before Jehovah as he commanded him 	And Moses taketh the rod from before Jehovah as He hath commanded him 	Moses took the rod from before Yahweh as he commanded him 	0
1395	What sin stopped Moses from leading the children of Israel into the Promised Land?	04020010	And Moses and Aaron gathered the congregation together before the rock and he said unto them Hear now ye rebels must we fetch you water out of this rock 	And Moses and Aaron gathered the assembly together before the rock and he said unto them Hear now ye rebels shall we bring you forth water out of this rock 	and Moses and Aaron assemble the assembly unto the front of the rock and he saith to them Hear I pray you O rebels from this rock do we bring out to you water 	Moses and Aaron gathered the assembly together before the rock and he said to them Hear now you rebels shall we bring you forth water out of this rock 	0
1396	Whose hair when cut annually weighed two hundred shekels by the king's weight?	10014026	And when he polled his head for it was at every year s end that he polled it because the hair was heavy on him therefore he polled it he weighed the hair of his head at two hundred shekels after the king s weight 	And when he cut the hair of his head now it was at every year s end that he cut it because it was heavy on him therefore he cut it he weighed the hair of his head at two hundred shekels after the king s weight 	and in his polling his head and it hath been at the end of year by year that he polleth it for it is heavy on him and he hath polled it he hath even weighed out the hair of his head two hundred shekels by the king s weight 	When he cut the hair of his head now it was at every year s end that he cut it because it was heavy on him therefore he cut it he weighed the hair of his head at two hundred shekels after the king s weight 	1
1397	Whose hair when cut annually weighed two hundred shekels by the king's weight?	10014024	And the king said Let him turn to his own house and let him not see my face So Absalom returned to his own house and saw not the king s face 	And the king said Let him turn to his own house but let him not see my face So Absalom turned to his own house and saw not the king s face 	and the king saith Let him turn round unto his house and my face he doth not see And Absalom turneth round unto his house and the face of the king he hath not seen 	The king said Let him turn to his own house but let him not see my face So Absalom turned to his own house and didn t see the king s face 	0
1398	Whose hair when cut annually weighed two hundred shekels by the king's weight?	10014025	But in all Israel there was none to be so much praised as Absalom for his beauty from the sole of his foot even to the crown of his head there was no blemish in him 	Now in all Israel there was none to be so much praised as Absalom for his beauty from the sole of his foot even to the crown of his head there was no blemish in him 	And like Absalom there was no man so fair in all Israel to praise greatly from the sole of his foot even unto his crown there was no blemish in him 	Now in all Israel there was none to be so much praised as Absalom for his beauty from the sole of his foot even to the crown of his head there was no blemish in him 	0
1399	During what traumatic event did the apostle Paul take bread and give thanks?	44027035	And when he had thus spoken he took bread and gave thanks to God in presence of them all and when he had broken it he began to eat 	And when he had said this and had taken bread he gave thanks to God in the presence of all and he brake it and began to eat 	and having said these things and having taken bread he gave thanks to God before all and having broken it he began to eat 	When he had said this and had taken bread he gave thanks to God in the presence of all and he broke it and began to eat 	1
1400	During what traumatic event did the apostle Paul take bread and give thanks?	44027033	And while the day was coming on Paul besought them all to take meat saying This day is the fourteenth day that ye have tarried and continued fasting having taken nothing 	And while the day was coming on Paul besought them all to take some food saying This day is the fourteenth day that ye wait and continue fasting having taken nothing 	And till the day was about to be Paul was calling upon all to partake of nourishment saying Fourteen days to day waiting ye continue fasting having taken nothing 	While the day was coming on Paul begged them all to take some food saying This day is the fourteenth day that you wait and continue fasting having taken nothing 	0
1401	During what traumatic event did the apostle Paul take bread and give thanks?	44027034	Wherefore I pray you to take some meat for this is for your health for there shall not an hair fall from the head of any of you 	Wherefore I beseech you to take some food for this is for your safety for there shall not a hair perish from the head of any of you 	wherefore I call upon you to take nourishment for this is for your safety for of not one of you shall a hair from the head fall 	Therefore I beg you to take some food for this is for your safety for not a hair will perish from any of your heads 	0
1402	Which man killed a lion with his bare hands?	07014006	And the Spirit of the LORD came mightily upon him and he rent him as he would have rent a kid and he had nothing in his hand but he told not his father or his mother what he had done 	And the Spirit of Jehovah came mightily upon him and he rent him as he would have rent a kid and he had nothing in his hand but he told not his father or his mother what he had done 	and the Spirit of Jehovah prospereth over him and he rendeth it as the rending of a kid and there is nothing in his hand and he hath not declared to his father and to his mother that which he hath done 	The Spirit of Yahweh came mightily on him and he tore him as he would have torn a kid and he had nothing in his hand but he didn t tell his father or his mother what he had done 	1
1403	Which man killed a lion with his bare hands?	07014004	But his father and his mother knew not that it was of the LORD that he sought an occasion against the Philistines for at that time the Philistines had dominion over Israel 	But his father and his mother knew not that it was of Jehovah for he sought an occasion against the Philistines Now at that time the Philistines had rule over Israel 	And his father and his mother have not known that from Jehovah it is that a meeting he is seeking of the Philistines and at that time the Philistines are ruling over Israel 	But his father and his mother didn t know that it was of Yahweh for he sought an occasion against the Philistines Now at that time the Philistines had rule over Israel 	0
1404	Which man killed a lion with his bare hands?	07014005	Then went Samson down and his father and his mother to Timnath and came to the vineyards of Timnath and behold a young lion roared against him 	Then went Samson down and his father and his mother to Timnah and came to the vineyards of Timnah and behold a young lion roared against him 	And Samson goeth down also his father and his mother to Timnath and they come unto the vineyards of Timnath and lo a lion s whelp roareth at meeting him 	Then went Samson down and his father and his mother to Timnah and came to the vineyards of Timnah and behold a young lion roared against him 	0
1405	What was the sign that the angels gave to the shepherds so that they would recognize Jesus?	42002012	And this shall be a sign unto you Ye shall find the babe wrapped in swaddling clothes lying in a manger 	And this is the sign unto you Ye shall find a babe wrapped in swaddling clothes and lying in a manger 	and this is to you the sign Ye shall find a babe wrapped up lying in the manger 	This is the sign to you you will find a baby wrapped in strips of cloth lying in a feeding trough 	1
1406	What was the sign that the angels gave to the shepherds so that they would recognize Jesus?	42002010	And the angel said unto them Fear not for behold I bring you good tidings of great joy which shall be to all people 	And the angel said unto them Be not afraid for behold I bring you good tidings of great joy which shall be to all the people 	And the messenger said to them Fear not for lo I bring you good news of great joy that shall be to all the people 	The angel said to them Don t be afraid for behold I bring you good news of great joy which will be to all the people 	0
1407	What was the sign that the angels gave to the shepherds so that they would recognize Jesus?	42002011	For unto you is born this day in the city of David a Saviour which is Christ the Lord 	for there is born to you this day in the city of David a Saviour who is Christ the Lord 	because there was born to you to day a Saviour who is Christ the Lord in the city of David 	For there is born to you this day in the city of David a Savior who is Christ the Lord 	0
1408	Who was to be named Zacharias after the name of his father until his mother intervened?	42001060	And his mother answered and said Not so but he shall be called John 	And his mother answered and said Not so but he shall be called John 	and his mother answering said No but he shall be called John 	His mother answered Not so but he will be called John 	1
1409	Who was to be named Zacharias after the name of his father until his mother intervened?	42001058	And her neighbours and her cousins heard how the Lord had shewed great mercy upon her and they rejoiced with her 	And her neighbors and her kinsfolk heard that the Lord had magnified his mercy towards her and they rejoiced with her 	and the neighbours and her kindred heard that the Lord was making His kindness great with her and they were rejoicing with her 	Her neighbors and her relatives heard that the Lord had magnified his mercy towards her and they rejoiced with her 	0
