ID	Question	Verse_Code	KJV_Verse	ASV_Verse	YLT_Verse	WEB_Verse	Label
329	What happened to the man who built his house upon the sand?	40007025	And the rain descended and the floods came and the winds blew and beat upon that house and it fell not for it was founded upon a rock 	and the rain descended and the floods came and the winds blew and beat upon that house and if fell not for it was founded upon the rock 	and the rain did descend and the streams came and the winds blew and they beat on that house and it fell not for it had been founded on the rock 	The rain came down the floods came and the winds blew and beat on that house and it didn t fall for it was founded on the rock 	0
330	What happened to the man who built his house upon the sand?	40007026	And every one that heareth these sayings of mine and doeth them not shall be likened unto a foolish man which built his house upon the sand 	And every one that heareth these words of mine and doeth them not shall be likened unto a foolish man who built his house upon the sand 	 And every one who is hearing of me these words and is not doing them shall be likened to a foolish man who built his house upon the sand 	Everyone who hears these words of mine and doesn t do them will be like a foolish man who built his house on the sand 	0
331	What was the relationship of Mary (mother of Jesus) to Elisabeth?	42001036	And behold thy cousin Elisabeth she hath also conceived a son in her old age and this is the sixth month with her who was called barren 	And behold Elisabeth thy kinswoman she also hath conceived a son in her old age and this is the sixth month with her that was called barren 	and lo Elisabeth thy kinswoman she also hath conceived a son in her old age and this is the sixth month to her who was called barren 	Behold Elizabeth your relative also has conceived a son in her old age and this is the sixth month with her who was called barren 	1
332	What was the relationship of Mary (mother of Jesus) to Elisabeth?	42001034	Then said Mary unto the angel How shall this be seeing I know not a man 	And Mary said unto the angel How shall this be seeing I know not a man 	And Mary said unto the messenger How shall this be seeing a husband I do not know 	Mary said to the angel How can this be seeing I am a virgin 	0
333	What was the relationship of Mary (mother of Jesus) to Elisabeth?	42001035	And the angel answered and said unto her The Holy Ghost shall come upon thee and the power of the Highest shall overshadow thee therefore also that holy thing which shall be born of thee shall be called the Son of God 	And the angel answered and said unto her The Holy Spirit shall come upon thee and the power of the Most High shall overshadow thee wherefore also the holy thing which is begotten shall be called the Son of God 	And the messenger answering said to her The Holy Spirit shall come upon thee and the power of the Highest shall overshadow thee therefore also the holy begotten thing shall be called Son of God 	The angel answered her The Holy Spirit will come on you and the power of the Most High will overshadow you Therefore also the holy one who is born from you will be called the Son of God 	0
334	How should we treat those who are our enemies according to Jesus?	40005044	But I say unto you Love your enemies bless them that curse you do good to them that hate you and pray for them which despitefully use you and persecute you 	but I say unto you love your enemies and pray for them that persecute you 	but I I say to you Love your enemies bless those cursing you do good to those hating you and pray for those accusing you falsely and persecuting you 	But I tell you love your enemies bless those who curse you do good to those who hate you and pray for those who mistreat you and persecute you 	1
335	How should we treat those who are our enemies according to Jesus?	40005042	Give to him that asketh thee and from him that would borrow of thee turn not thou away 	Give to him that asketh thee and from him that would borrow of thee turn not thou away 	to him who is asking of thee be giving and him who is willing to borrow from thee thou mayest not turn away 	Give to him who asks you and don t turn away him who desires to borrow from you 	0
336	How should we treat those who are our enemies according to Jesus?	40005043	Ye have heard that it hath been said Thou shalt love thy neighbour and hate thine enemy 	Ye have heard that it was said Thou shalt love thy neighbor and hate thine enemy 	 Ye heard that it was said Thou shalt love thy neighbor and shalt hate thine enemy 	 You have heard that it was said You shall love your neighbor and hate your enemy 	0
337	"Who said ""Thou art my beloved Son in thee I am well pleased""?"	41001011	And there came a voice from heaven saying Thou art my beloved Son in whom I am well pleased 	And a voice came out of the heavens Thou art my beloved Son in thee I am well pleased 	and a voice came out of the heavens Thou art My Son the Beloved in whom I did delight 	A voice came out of the sky You are my beloved Son in whom I am well pleased 	1
338	"Who said ""Thou art my beloved Son in thee I am well pleased""?"	41001009	And it came to pass in those days that Jesus came from Nazareth of Galilee and was baptized of John in Jordan 	And it came to pass in those days that Jesus came from Nazareth of Galilee and was baptized of John in the Jordan 	And it came to pass in those days Jesus came from Nazareth of Galilee and was baptized by John at the Jordan 	It happened in those days that Jesus came from Nazareth of Galilee and was baptized by John in the Jordan 	0
339	"Who said ""Thou art my beloved Son in thee I am well pleased""?"	41001010	And straightway coming up out of the water he saw the heavens opened and the Spirit like a dove descending upon him 	And straightway coming up out of the water he saw the heavens rent asunder and the Spirit as a dove descending upon him 	and immediately coming up from the water he saw the heavens dividing and the Spirit as a dove coming down upon him 	Immediately coming up from the water he saw the heavens parting and the Spirit descending on him like a dove 	0
340	Which son did Jacob not send to Egypt for grain during the famine?	01042004	But Benjamin Joseph s brother Jacob sent not with his brethren for he said Lest peradventure mischief befall him 	But Benjamin Joseph s brother Jacob sent not with his brethren for he said Lest Peradventure harm befall him 	and Benjamin Joseph s brother Jacob hath not sent with his brethren for he said Lest mischief meet him 	But Jacob didn t send Benjamin Joseph s brother with his brothers for he said Lest perhaps harm happen to him 	1
341	Which son did Jacob not send to Egypt for grain during the famine?	01042002	And he said Behold I have heard that there is corn in Egypt get you down thither and buy for us from thence that we may live and not die 	And he said Behold I have heard that there is grain in Egypt get you down thither and buy for us from thence that we may live and not die 	he saith also Lo I have heard that there is corn in Egypt go down thither and buy for us from thence and we live and do not die 	He said Behold I have heard that there is grain in Egypt Go down there and buy for us from there so that we may live and not die 	0
342	Which son did Jacob not send to Egypt for grain during the famine?	01042003	And Joseph s ten brethren went down to buy corn in Egypt 	And Joseph s ten brethren went down to buy grain from Egypt 	and the ten brethren of Joseph go down to buy corn in Egypt 	Joseph s ten brothers went down to buy grain from Egypt 	0
343	Who suggested that Jonah be thrown overboard?	32001012	And he said unto them Take me up and cast me forth into the sea so shall the sea be calm unto you for I know that for my sake this great tempest is upon you 	And he said unto them Take me up and cast me forth into the sea so shall the sea be calm unto you for I know that for my sake this great tempest is upon you 	And he saith unto them Lift me up and cast me into the sea and the sea doth cease from you for I know that on my account this great tempest is upon you 	He said to them Take me up and throw me into the sea Then the sea will be calm for you for I know that because of me this great tempest is on you 	1
344	Who suggested that Jonah be thrown overboard?	32001010	Then were the men exceedingly afraid and said unto him Why hast thou done this For the men knew that he fled from the presence of the LORD because he had told them 	Then were the men exceedingly afraid and said unto him What is this that thou hast done For the men knew that he was fleeing from the presence of Jehovah because he had told them 	And the men fear a great fear and say unto him What is this thou hast done for the men have known that from the face of Jehovah he is fleeing for he hath told them 	Then were the men exceedingly afraid and said to him What is this that you have done For the men knew that he was fleeing from the presence of Yahweh because he had told them 	0
345	Who suggested that Jonah be thrown overboard?	32001011	Then said they unto him What shall we do unto thee that the sea may be calm unto us for the sea wrought and was tempestuous 	Then said they unto him What shall we do unto thee that the sea may be calm unto us for the sea grew more and more tempestuous 	And they say unto him What do we do to thee that the sea may cease from us for the sea is more and more tempestuous 	Then said they to him What shall we do to you that the sea may be calm to us For the sea grew more and more tempestuous 	0
346	What did Ruth do to Boaz while he was sleeping?	08003007	And when Boaz had eaten and drunk and his heart was merry he went to lie down at the end of the heap of corn and she came softly and uncovered his feet and laid her down 	And when Boaz had eaten and drunk and his heart was merry he went to lie down at the end of the heap of grain and she came softly and uncovered his feet and laid her down 	And Boaz eateth and drinketh and his heart is glad and he goeth in to lie down at the end of the heap and she cometh in gently and uncovereth his feet and lieth down 	When Boaz had eaten and drunk and his heart was merry he went to lie down at the end of the heap of grain and she came softly and uncovered his feet and laid her down 	1
347	What did Ruth do to Boaz while he was sleeping?	08003005	And she said unto her All that thou sayest unto me I will do 	And she said unto her All that thou sayest I will do 	And she saith unto her All that thou sayest I do 	She said to her All that you say I will do 	0
348	What did Ruth do to Boaz while he was sleeping?	08003006	And she went down unto the floor and did according to all that her mother in law bade her 	And she went down unto the threshing floor and did according to all that her mother in law bade her 	And she goeth down to the threshing floor and doth according to all that her mother in law commanded her	She went down to the threshing floor and did according to all that her mother in law bade her 	0
349	As Esau grew what was he was described as?	01025027	And the boys grew and Esau was a cunning hunter a man of the field and Jacob was a plain man dwelling in tents 	And the boys grew And Esau was a skilful hunter a man of the field And Jacob was a quiet man dwelling in tents 	And the youths grew and Esau is a man acquainted with hunting a man of the field and Jacob is a plain man inhabiting tents 	The boys grew Esau was a skillful hunter a man of the field Jacob was a quiet man living in tents 	1
350	As Esau grew what was he was described as?	01025025	And the first came out red all over like an hairy garment and they called his name Esau 	And the first came forth red all over like a hairy garment And they called his name Esau 	and the first cometh out all red as a hairy robe and they call his name Esau 	The first came out red all over like a hairy garment They named him Esau 	0
351	As Esau grew what was he was described as?	01025026	And after that came his brother out and his hand took hold on Esau s heel and his name was called Jacob and Isaac was threescore years old when she bare them 	And after that came forth his brother and his hand had hold on Esau s heel And his name was called Jacob And Isaac was threescore years old when she bare them 	and afterwards hath his brother come out and his hand is taking hold on Esau s heel and one calleth his name Jacob and Isaac is a son of sixty years in her bearing them 	After that his brother came out and his hand had hold on Esau s heel He was named Jacob Isaac was sixty years old when she bore them 	0
352	When Jesus went to dinner at Simon the Pharisee's house what did a woman do for him?	42007038	And stood at his feet behind him weeping and began to wash his feet with tears and did wipe them with the hairs of her head and kissed his feet and anointed them with the ointment 	and standing behind at his feet weeping she began to wet his feet with her tears and wiped them with the hair of her head and kissed his feet and anointed them with the ointment 	and having stood behind beside his feet weeping she began to wet his feet with the tears and with the hairs of her head she was wiping and was kissing his feet and was anointing with the ointment 	Standing behind at his feet weeping she began to wet his feet with her tears and she wiped them with the hair of her head kissed his feet and anointed them with the ointment 	1
353	When Jesus went to dinner at Simon the Pharisee's house what did a woman do for him?	42007036	And one of the Pharisees desired him that he would eat with him And he went into the Pharisee s house and sat down to meat 	And one of the Pharisees desired him that he would eat with him And he entered into the Pharisee s house and sat down to meat 	And a certain one of the Pharisees was asking him that he might eat with him and having gone into the house of the Pharisee he reclined at meat 	One of the Pharisees invited him to eat with him He entered into the Pharisee s house and sat at the table 	0
354	When Jesus went to dinner at Simon the Pharisee's house what did a woman do for him?	42007037	And behold a woman in the city which was a sinner when she knew that Jesus sat at meat in the Pharisee s house brought an alabaster box of ointment 	And behold a woman who was in the city a sinner and when she knew that he was sitting at meat in the Pharisee s house she brought an alabaster cruse of ointment 	and lo a woman in the city who was a sinner having known that he reclineth at meat in the house of the Pharisee having provided an alabaster box of ointment 	Behold a woman in the city who was a sinner when she knew that he was reclining in the Pharisee s house she brought an alabaster jar of ointment 	0
355	What was Bathsheba doing when David first saw her?	10011002	And it came to pass in an eveningtide that David arose from off his bed and walked upon the roof of the king s house and from the roof he saw a woman washing herself and the woman was very beautiful to look upon 	And it came to pass at eventide that David arose from off his bed and walked upon the roof of the king s house and from the roof he saw a woman bathing and the woman was very beautiful to look upon 	and it cometh to pass at evening time that David riseth from off his couch and walketh up and down on the roof of the king s house and seeth from the roof a woman bathing and the woman is of very good appearance 	It happened at evening that David arose from off his bed and walked on the roof of the king s house and from the roof he saw a woman bathing and the woman was very beautiful to look on 	1
356	What was Bathsheba doing when David first saw her?	10011003	And David sent and inquired after the woman And one said Is not this Bathsheba the daughter of Eliam the wife of Uriah the Hittite 	And David send and inquired after the woman And one said Is not this Bath sheba the daughter of Eliam the wife of Uriah the Hittite 	and David sendeth and inquireth about the woman and saith Is not this Bath Sheba daughter of Eliam wife of Uriah the Hittite 	David send and inquired after the woman One said Is not this Bathsheba the daughter of Eliam the wife of Uriah the Hittite 	0
357	What was Bathsheba doing when David first saw her?	10011004	And David sent messengers and took her and she came in unto him and he lay with her for she was purified from her uncleanness and she returned unto her house 	And David sent messengers and took her and she came in unto him and he lay with her for she was purified from her uncleanness and she returned unto her house 	And David sendeth messengers and taketh her and she cometh unto him and he lieth with her and she is purifying herself from her uncleanness and she turneth back unto her house 	David sent messengers and took her and she came in to him and he lay with her for she was purified from her uncleanness and she returned to her house 	0
358	When the law was given to the children of Israel what were they told not to worship?	02034014	For thou shalt worship no other god for the LORD whose name is Jealous is a jealous God 	for thou shalt worship no other god for Jehovah whose name is Jealous is a jealous God 	for ye do not bow yourselves to another god for Jehovah whose name is Zealous is a zealous God 	for you shall worship no other god for Yahweh whose name is Jealous is a jealous God 	1
359	When the law was given to the children of Israel what were they told not to worship?	02034012	Take heed to thyself lest thou make a covenant with the inhabitants of the land whither thou goest lest it be for a snare in the midst of thee 	Take heed to thyself lest thou make a covenant with the inhabitants of the land whither thou goest lest it be for a snare in the midst of thee 	take heed to thyself lest thou make a covenant with the inhabitant of the land into which thou art going lest it become a snare in thy midst 	Be careful lest you make a covenant with the inhabitants of the land where you are going lest it be for a snare in the midst of you 	0
360	When the law was given to the children of Israel what were they told not to worship?	02034013	But ye shall destroy their altars break their images and cut down their groves 	but ye shall break down their altars and dash in pieces their pillars and ye shall cut down their Asherim 	for their altars ye break down and their standing pillars ye shiver and its shrines ye cut down 	but you shall break down their altars and dash in pieces their pillars and you shall cut down their Asherim 	0
361	Who ran from Mount Carmel to Samaria faster than Ahab could drive his chariot?	11018046	And the hand of the LORD was on Elijah and he girded up his loins and ran before Ahab to the entrance of Jezreel 	and the hand of Jehovah was on Elijah and he girded up his loins and ran before Ahab to the entrance of Jezreel 	and the hand of Jehovah hath been on Elijah and he girdeth up his loins and runneth before Ahab till thine entering Jezreel 	and the hand of Yahweh was on Elijah and he girded up his loins and ran before Ahab to the entrance of Jezreel 	1
362	Who ran from Mount Carmel to Samaria faster than Ahab could drive his chariot?	11018044	And it came to pass at the seventh time that he said Behold there ariseth a little cloud out of the sea like a man s hand And he said Go up say unto Ahab Prepare thy chariot and get thee down that the rain stop thee not 	And it came to pass at the seventh time that he said Behold there ariseth a cloud out of the sea as small as a man s hand And he said Go up say unto Ahab Make ready thy chariot and get thee down that the rain stop thee not 	And it cometh to pass at the seventh that he saith Lo a little thickness as the palm of a man is coming up out of the sea And he saith Go up say unto Ahab Bind and go down and the shower doth not restrain thee 	It happened at the seventh time that he said Behold a small cloud like a man s hand is rising out of the sea He said Go up tell Ahab Make ready your chariot and get you down that the rain not stop you 	0
363	Who ran from Mount Carmel to Samaria faster than Ahab could drive his chariot?	11018045	And it came to pass in the mean while that the heaven was black with clouds and wind and there was a great rain And Ahab rode and went to Jezreel 	And it came to pass in a little while that the heavens grew black with clouds and wind and there was a great rain And Ahab rode and went to Jezreel 	And it cometh to pass in the meantime that the heavens have become black thick clouds and wind and the shower is great and Ahab rideth and goeth to Jezreel 	It happened in a little while that the sky grew black with clouds and wind and there was a great rain Ahab rode and went to Jezreel 	0
364	How many sons did Jacob (Israel) have?	01035022	And it came to pass when Israel dwelt in that land that Reuben went and lay with Bilhah his father s concubine and Israel heard it Now the sons of Jacob were twelve 	And it came to pass while Israel dwelt in that land that Reuben went and lay with Bilhah his father s concubine and Israel heard of it Now the sons of Jacob were twelve 	and it cometh to pass in Israel s dwelling in that land that Reuben goeth and lieth with Bilhah his father s concubine and Israel heareth 	It happened while Israel lived in that land that Reuben went and lay with Bilhah his father s concubine and Israel heard of it Now the sons of Jacob were twelve 	1
365	How many sons did Jacob (Israel) have?	01035020	And Jacob set a pillar upon her grave that is the pillar of Rachel s grave unto this day 	And Jacob set up a pillar upon her grave the same is the Pillar of Rachel s grave unto this day 	and Jacob setteth up a standing pillar over her grave which is the standing pillar of Rachel s grave unto this day 	Jacob set up a pillar on her grave The same is the Pillar of Rachel s grave to this day 	0
366	How many sons did Jacob (Israel) have?	01035021	And Israel journeyed and spread his tent beyond the tower of Edar 	And Israel journeyed and spread his tent beyond the tower of Eder 	And Israel journeyeth and stretcheth out his tent beyond the tower of Edar 	Israel traveled and spread his tent beyond the tower of Eder 	0
367	Which disciple wanted to see the imprint of the nails before he would believe?	43020025	The other disciples therefore said unto him We have seen the LORD But he said unto them Except I shall see in his hands the print of the nails and put my finger into the print of the nails and thrust my hand into his side I will not believe 	The other disciples therefore said unto him We have seen the Lord But he said unto them Except I shall see in his hands the print of the nails and put my hand into his side I will not believe 	the other disciples therefore said to him We have seen the Lord and he said to them If I may not see in his hands the mark of the nails and may put my finger to the mark of the nails and may put my hand to his side I will not believe 	The other disciples therefore said to him We have seen the Lord But he said to them Unless I see in his hands the print of the nails and put my hand into his side I will not believe 	1
368	Which disciple wanted to see the imprint of the nails before he would believe?	43020023	Whose soever sins ye remit they are remitted unto them and whose soever sins ye retain they are retained 	whose soever sins ye forgive they are forgiven unto them whose soever sins ye retain they are retained 	if of any ye may loose the sins they are loosed to them if of any ye may retain they have been retained 	Whoever s sins you forgive they are forgiven them Whoever s sins you retain they have been retained 	0
369	Which disciple wanted to see the imprint of the nails before he would believe?	43020024	But Thomas one of the twelve called Didymus was not with them when Jesus came 	But Thomas one of the twelve called Didymus was not with them when Jesus came 	And Thomas one of the twelve who is called Didymus was not with them when Jesus came 	But Thomas one of the twelve called Didymus wasn t with them when Jesus came 	0
370	Which king dreamed about a large statue of a man made from different metals?	27002001	And in the second year of the reign of Nebuchadnezzar Nebuchadnezzar dreamed dreams wherewith his spirit was troubled and his sleep brake from him 	And in the second year of the reign of Nebuchadnezzar Nebuchadnezzar dreamed dreams and his spirit was troubled and his sleep went from him 	And in the second year of the reign of Nebuchadnezzar dreamed hath Nebuchadnezzar dreams and his spirit doth move itself and his sleep hath been against him 	In the second year of the reign of Nebuchadnezzar Nebuchadnezzar dreamed dreams and his spirit was troubled and his sleep went from him 	1
371	Which king dreamed about a large statue of a man made from different metals?	27002002	Then the king commanded to call the magicians and the astrologers and the sorcerers and the Chaldeans for to shew the king his dreams So they came and stood before the king 	Then the king commanded to call the magicians and the enchanters and the sorcerers and the Chaldeans to tell the king his dreams So they came in and stood before the king 	and the king saith to call for scribes and for enchanters and for sorcerers and for Chaldeans to declare to the king his dreams And they come in and stand before the king 	Then the king commanded to call the magicians and the enchanters and the sorcerers and the Chaldeans to tell the king his dreams So they came in and stood before the king 	0
372	Which king dreamed about a large statue of a man made from different metals?	27002003	And the king said unto them I have dreamed a dream and my spirit was troubled to know the dream 	And the king said unto them I have dreamed a dream and my spirit is troubled to know the dream 	and the king saith to them A dream I have dreamed and moved is my spirit to know the dream 	The king said to them I have dreamed a dream and my spirit is troubled to know the dream 	0
373	What form did the Holy Spirit take at the baptism of Jesus?	42003022	And the Holy Ghost descended in a bodily shape like a dove upon him and a voice came from heaven which said Thou art my beloved Son in thee I am well pleased 	and the Holy Spirit descended in a bodily form as a dove upon him and a voice came out of heaven Thou art my beloved Son in thee I am well pleased 	and the Holy Spirit came down in a bodily appearance as if a dove upon him and a voice came out of heaven saying Thou art My Son the Beloved in thee I did delight 	and the Holy Spirit descended in a bodily form as a dove on him and a voice came out of the sky saying You are my beloved Son In you I am well pleased 	1
374	What form did the Holy Spirit take at the baptism of Jesus?	42003020	Added yet this above all that he shut up John in prison 	added this also to them all that he shut up John in prison 	added also this to all that he shut up John in the prison 	added this also to them all that he shut up John in prison 	0
375	What form did the Holy Spirit take at the baptism of Jesus?	42003021	Now when all the people were baptized it came to pass that Jesus also being baptized and praying the heaven was opened 	Now it came to pass when all the people were baptized that Jesus also having been baptized and praying the heaven was opened 	And it came to pass in all the people being baptised Jesus also being baptised and praying the heaven was opened 	Now it happened when all the people were baptized Jesus also had been baptized and was praying The sky was opened 	0
376	What was the first thing Noah built when he came out of the ark?	01008020	And Noah builded an altar unto the LORD and took of every clean beast and of every clean fowl and offered burnt offerings on the altar 	And Noah builded an altar unto Jehovah and took of every clean beast and of every clean bird and offered burnt offerings on the altar 	And Noah buildeth an altar to Jehovah and taketh of every clean beast and of every clean fowl and causeth burnt offerings to ascend on the altar 	Noah built an altar to Yahweh and took of every clean animal and of every clean bird and offered burnt offerings on the altar 	1
377	What was the first thing Noah built when he came out of the ark?	01008018	And Noah went forth and his sons and his wife and his sons wives with him 	And Noah went forth and his sons and his wife and his sons wives with him 	And Noah goeth out and his sons and his wife and his sons wives with him 	Noah went forth with his sons his wife and his sons wives with him 	0
378	What was the first thing Noah built when he came out of the ark?	01008019	Every beast every creeping thing and every fowl and whatsoever creepeth upon the earth after their kinds went forth out of the ark 	every beast every creeping thing and every bird whatsoever moveth upon the earth after their families went forth out of the ark 	every beast every creeping thing and every fowl every creeping thing on the earth after their families have gone out from the ark 	Every animal every creeping thing and every bird whatever moves on the earth after their families went forth out of the ark 	0
379	Who claimed that the golden calf simply came out of the fire?	02032024	And I said unto them Whosoever hath any gold let them break it off So they gave it me then I cast it into the fire and there came out this calf 	And I said unto them Whosoever hath any gold let them break it off so they gave it me and I cast it into the fire and there came out this calf 	and I say to them Whoso hath gold let them break it off and they give to me and I cast it into the fire and this calf cometh out 	I said to them Whoever has any gold let them take it off so they gave it me and I threw it into the fire and out came this calf 	1
380	Who claimed that the golden calf simply came out of the fire?	02032022	And Aaron said Let not the anger of my lord wax hot thou knowest the people that they are set on mischief 	And Aaron said Let not the anger of my lord wax hot thou knowest the people that they are set on evil 	and Aaron saith Let not the anger of my lord burn thou thou hast known the people that it is in evil 	Aaron said Don t let the anger of my lord grow hot You know the people that they are set on evil 	0
381	Who claimed that the golden calf simply came out of the fire?	02032023	For they said unto me Make us gods which shall go before us for as for this Moses the man that brought us up out of the land of Egypt we wot not what is become of him 	For they said unto me Make us gods which shall go before us for as for this Moses the man that brought us up out of the land of Egypt we know not what is become of him 	and they say to me Make for us gods who go before us for this Moses the man who brought us up out of the land of Egypt we have not known what hath happened to him 	For they said to me Make us gods which shall go before us for as for this Moses the man who brought us up out of the land of Egypt we don t know what has become of him 	0
382	Towards which city was Saul travelling when he encountered a light from heaven?	44009003	And as he journeyed he came near Damascus and suddenly there shined round about him a light from heaven 	And as he journeyed it came to pass that he drew nigh unto Damascus and suddenly there shone round about him a light out of heaven 	And in the going he came nigh to Damascus and suddenly there shone round about him a light from the heaven 	As he traveled it happened that he got close to Damascus and suddenly a light from the sky shone around him 	1
383	Towards which city was Saul travelling when he encountered a light from heaven?	44009001	And Saul yet breathing out threatenings and slaughter against the disciples of the Lord went unto the high priest 	But Saul yet breathing threatening and slaughter against the disciples of the Lord went unto the high priest 	And Saul yet breathing of threatening and slaughter to the disciples of the Lord having gone to the chief priest 	But Saul still breathing threats and slaughter against the disciples of the Lord went to the high priest 	0
384	Towards which city was Saul travelling when he encountered a light from heaven?	44009002	And desired of him letters to Damascus to the synagogues that if he found any of this way whether they were men or women he might bring them bound unto Jerusalem 	and asked of him letters to Damascus unto the synagogues that if he found any that were of the Way whether men or women he might bring them bound to Jerusalem 	did ask from him letters to Damascus unto the synagogues that if he may find any being of the way both men and women he may bring them bound to Jerusalem 	and asked for letters from him to the synagogues of Damascus that if he found any who were of the Way whether men or women he might bring them bound to Jerusalem 	0
385	What did the sailors of the ship Jonah was on do to increase their chances of survival?	32001005	Then the mariners were afraid and cried every man unto his god and cast forth the wares that were in the ship into the sea to lighten it of them But Jonah was gone down into the sides of the ship and he lay and was fast asleep 	Then the mariners were afraid and cried every man unto his god and they cast forth the wares that were in the ship into the sea to lighten it unto them But Jonah was gone down into the innermost parts of the ship and he lay and was fast asleep 	and the mariners are afraid and cry each unto his god and cast the goods that are in the ship into the sea to make it light of them and Jonah hath gone down unto the sides of the vessel and he lieth down and is fast asleep 	Then the mariners were afraid and cried every man to his god They threw the cargo that was in the ship into the sea to lighten it But Jonah had gone down into the innermost parts of the ship and he was laying down and was fast asleep 	1
386	What did the sailors of the ship Jonah was on do to increase their chances of survival?	32001003	But Jonah rose up to flee unto Tarshish from the presence of the LORD and went down to Joppa and he found a ship going to Tarshish so he paid the fare thereof and went down into it to go with them unto Tarshish from the presence of the LORD 	But Jonah rose up to flee unto Tarshish from the presence of Jehovah and he went down to Joppa and found a ship going to Tarshish so he paid the fare thereof and went down into it to go with them unto Tarshish from the presence of Jehovah 	And Jonah riseth to flee to Tarshish from the face of Jehovah and goeth down to Joppa and findeth a ship going to Tarshish and he giveth its fare and goeth down into it to go with them to Tarshish from the face of Jehovah 	But Jonah rose up to flee to Tarshish from the presence of Yahweh He went down to Joppa and found a ship going to Tarshish so he paid its fare and went down into it to go with them to Tarshish from the presence of Yahweh 	0
387	What did the sailors of the ship Jonah was on do to increase their chances of survival?	32001004	But the LORD sent out a great wind into the sea and there was a mighty tempest in the sea so that the ship was like to be broken 	But Jehovah sent out a great wind upon the sea and there was a mighty tempest on the sea so that the ship was like to be broken 	And Jehovah hath cast a great wind on the sea and there is a great tempest in the sea and the ship hath reckoned to be broken 	But Yahweh sent out a great wind on the sea and there was a mighty tempest on the sea so that the ship was likely to break up 	0
388	Who was Jacob's mother?	01027011	And Jacob said to Rebekah his mother Behold Esau my brother is a hairy man and I am a smooth man 	And Jacob said to Rebekah his mother Behold Esau my brother is a hairy man and I am a smooth man 	And Jacob saith unto Rebekah his mother Lo Esau my brother is a hairy man and I a smooth man 	Jacob said to Rebekah his mother Behold Esau my brother is a hairy man and I am a smooth man 	1
389	Who was Jacob's mother?	01027009	Go now to the flock and fetch me from thence two good kids of the goats and I will make them savory meat for thy father such as he loveth 	Go now to the flock and fetch me from thence two good kids of the goats And I will make them savory food for thy father such as he loveth 	Go I pray thee unto the flock and take for me from thence two good kids of the goats and I make them tasteful things for thy father such as he hath loved 	Go now to the flock and get me from there two good kids of the goats I will make them savory food for your father such as he loves 	0
390	Who was Jacob's mother?	01027010	And thou shalt bring it to thy father that he may eat and that he may bless thee before his death 	And thou shalt bring it to thy father that he may eat so that he may bless thee before his death 	and thou hast taken in to thy father and he hath eaten so that his soul doth bless thee before his death 	You shall bring it to your father that he may eat so that he may bless you before his death 	0
391	How long will the Kingdom of God last?	61001011	For so an entrance shall be ministered unto you abundantly into the everlasting kingdom of our Lord and Saviour Jesus Christ 	for thus shall be richly supplied unto you the entrance into the eternal kingdom of our Lord and Saviour Jesus Christ 	for so richly shall be superadded to you the entrance into the age during reign of our Lord and Saviour Jesus Christ 	For thus will be richly supplied to you the entrance into the eternal Kingdom of our Lord and Savior Jesus Christ 	1
392	How long will the Kingdom of God last?	61001009	But he that lacketh these things is blind and cannot see afar off and hath forgotten that he was purged from his old sins 	For he that lacketh these things is blind seeing only what is near having forgotten the cleansing from his old sins 	for he with whom these things are not present is blind dim sighted having become forgetful of the cleansing of his old sins 	For he who lacks these things is blind seeing only what is near having forgotten the cleansing from his old sins 	0
393	How long will the Kingdom of God last?	61001010	Wherefore the rather brethren give diligence to make your calling and election sure for if ye do these things ye shall never fall 	Wherefore brethren give the more diligence to make your calling and election sure for if ye do these things ye shall never stumble 	wherefore the rather brethren be diligent to make stedfast your calling and choice for these things doing ye may never stumble 	Therefore brothers The word for brothers here and where context allows may also be correctly translated brothers and sisters or siblings be more diligent to make your calling and election sure For if you do these things you will never stumble 	0
394	In which town was Jesus born?	40002001	Now when Jesus was born in Bethlehem of Judaea in the days of Herod the king behold there came wise men from the east to Jerusalem 	Now when Jesus was born in Bethlehem of Judaea in the days of Herod the king behold Wise men from the east came to Jerusalem saying 	And Jesus having been born in Beth Lehem of Judea in the days of Herod the king lo mages from the east came to Jerusalem 	Now when Jesus was born in Bethlehem of Judea in the days of Herod the king behold wise men The word for wise men magoi can also mean teachers priests physicians astrologers seers interpreters of dreams or sorcerers from the east came to Jerusalem saying 	1
395	In which town was Jesus born?	40002002	Saying Where is he that is born King of the Jews for we have seen his star in the east and are come to worship him 	Where is he that is born King of the Jews for we saw his star in the east and are come to worship him 	saying Where is he who was born king of the Jews for we saw his star in the east and we came to bow to him 	 Where is he who is born King of the Jews For we saw his star in the east and have come to worship him 	0
396	In which town was Jesus born?	40002003	When Herod the king had heard these things he was troubled and all Jerusalem with him 	And when Herod the king heard it he was troubled and all Jerusalem with him 	And Herod the king having heard was stirred and all Jerusalem with him 	When Herod the king heard it he was troubled and all Jerusalem with him 	0
397	How were the Thessalonians told to pray?	52005017	Pray without ceasing 	pray without ceasing 	continually pray ye 	Pray without ceasing 	1
398	How were the Thessalonians told to pray?	52005015	See that none render evil for evil unto any man but ever follow that which is good both among yourselves and to all men 	See that none render unto any one evil for evil but always follow after that which is good one toward another and toward all 	see no one evil for evil may render to any one but always that which is good pursue ye both to one another and to all 	See that no one returns evil for evil to anyone but always follow after that which is good for one another and for all 	0
399	How were the Thessalonians told to pray?	52005016	Rejoice evermore 	Rejoice always 	always rejoice ye 	Rejoice always 	0
